Phần,Chương,Số điều,Tiêu đề điều,Nội dung điều,Số khoản,Nội dung khoản,Điểm,Nội dung điểm,full_text,crime_group,crime_category,intent_type,actor,victim,action,consequence,penalty_main,penalty_supplementary,aggravating_circ,mitigating_circ,condition,exception,judicial_measure
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:",c,Làm chết 03 người trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân: Làm chết 03 người trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tù chung thân; Phạt tù từ 10 năm đến 20 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:",d,Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân: Gây thương tích hoặc gây tổn hại cho sức khỏe của 03 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này 201% trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Gây thương tích,Tù chung thân; Phạt tù từ 10 năm đến 20 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:",đ,Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân: Gây thiệt hại về tài sản 1.500.000.000 đồng trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Thiệt hại tài sản,Tù chung thân; Phạt tù từ 10 năm đến 20 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:",e,Gây ảnh hưởng xấu đến tình hình kinh tế - xã hội;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân: Gây ảnh hưởng xấu đến tình hình kinh tế - xã hội;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tù chung thân; Phạt tù từ 10 năm đến 20 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân:",g,Tái phạm nguy hiểm.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 20 năm hoặc tù chung thân: Tái phạm nguy hiểm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm đặc biệt nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Tù chung thân; Phạt tù từ 10 năm đến 20 năm,,Tái phạm nguy hiểm,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,3.0,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.",,,"Người chuẩn bị phạm tội này, thì bị phạt tù từ 01 năm đến 05 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 01 năm đến 05 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",303.0,"Tội phá hủy công trình, cơ sở, phương tiện quan trọng về an ninh quốc gia",,4.0,Người phạm tội còn có thể bị phạt quản chế từ 01 năm đến 05 năm.,,,Người phạm tội còn có thể bị phạt quản chế từ 01 năm đến 05 năm.,"CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Không xác định,Không xác định,Người,Người khác,Không xác định,Không xác định,Không xác định,Quản chế,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,1.0,"Người nào chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự, thì bị phạt tù từ 01 năm đến 07 năm.",,,"Người nào chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự, thì bị phạt tù từ 01 năm đến 07 năm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm ít nghiêm trọng,Không xác định,Người,Người khác,chiếm đoạt; mua bán trái phép,Không xác định,Phạt tù từ 01 năm đến 07 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",a,Có tổ chức;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Có tổ chức;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 12 năm,,Có tổ chức,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",b,"Vận chuyển, mua bán qua biên giới;","Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Vận chuyển, mua bán qua biên giới;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",c,Làm chết người;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Làm chết người;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Chết người,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",d,Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Gây thương tích hoặc gây tổn hại cho sức khỏe của người khác mà tỷ lệ tổn thương cơ thể 61% trở lên;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Tỷ lệ thương tích 61%; Gây thương tích,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",đ,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 61% đến 121%;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Gây thương tích,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",e,Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Gây thiệt hại về tài sản từ 100.000.000 đồng đến dưới 500.000.000 đồng;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Thiệt hại tài sản,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",g,Vật phạm pháp có số lượng lớn hoặc có giá trị lớn;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Vật phạm pháp có số lượng lớn hoặc có giá trị lớn;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 12 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,2.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm:",h,Tái phạm nguy hiểm.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 05 năm đến 12 năm: Tái phạm nguy hiểm.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 05 năm đến 12 năm,,Tái phạm nguy hiểm,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",a,Làm chết 02 người;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Làm chết 02 người;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",b,Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 122% đến 200%;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Gây thương tích,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",c,Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng;,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Gây thiệt hại về tài sản từ 500.000.000 đồng đến dưới 1.500.000.000 đồng;","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Thiệt hại tài sản,Phạt tù từ 10 năm đến 15 năm,,,,,,
Phần thứ hai - CÁC TỘI PHẠM,"Chương XXI - CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",304.0,"Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt vũ khí quân dụng, phương tiện kỹ thuật quân sự",,3.0,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm:",d,Vật phạm pháp có số lượng rất lớn hoặc có giá trị rất lớn.,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 10 năm đến 15 năm: Vật phạm pháp có số lượng rất lớn hoặc có giá trị rất lớn.","CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG",Tội phạm rất nghiêm trọng,Không xác định,Người,Người khác,Không xác định,Không xác định,Phạt tù từ 10 năm đến 15 năm,,,,,,
